drug_name	ID
4-[(6-Amino-4-pyrimidinyl)amino]benzenesulfonamide	2608
Benzocaine	2337
AGI-6780	71299339
Tretinoin	444795
SCHEMBL4098081	12801781
1,2,3,4,5,6-Hexabromocyclohexane	74603
BECLOMETHASONE DIPROPIONATE	21700
SB-216763	176158
SR 33805 oxalate	21256218
Epidepride	86101
1,3-Dipropyl-8-cyclopentylxanthine	1329
Estradiol	5757
GSK-1070916	46885626
MLS-0435541.0001	17460708
Badge	2286
Candesartan	2541
MLS003649957	53382623
omeprazole	4594
Diacerein	26248
313516-66-4	2777391
KUC104235N	20854195
Azaperone	15443
NSC169534	1691
Flumazenil	3373
BRD-K07395411-001-01-3	60184863
ZINC21985599	29922189
MLS003129387	44493064
MLS003129380	44486954
Talibegron	158794
Bufexamac	2466
SC-514	2807869
Losmapimod	11552706
CHEMBL490083	12179987
Adoprazine	9887537
MLS000589843	135486338
AN-465/42889161	834719
ENMD-2076	16041424
3,5-DHPG	108001
Isonicotinamide	15074
ST50982848	777301
Indomethacin	3715
tropisetron	656665
MK-2461	44137946
GNF-PF-159	5756371
CID_706244	91896203
GR 159897	9953599
Carpindolol	193949
TRAMIPROSATE	1646
CHEMBL1890309	46925887
NCGC00170405-01	23891056
BRN 1601185	28761
CCG-207980	73438891
CHEMBL2357005	54645915
Latrunculin B	6436219
Amdinocillin Pivoxil	115163
BMS-182874	122272
MLS001060804	24747218
Apitolisib (gdc-0980, rg7422)	25254071
MLS002473641	44141938
MLS001060803	541832
MLS001060802	541830
RS-79948	9908992
ST014366	3156173
Ledipasvir	67505836
Glemanserin	71781
ST50998710	2258411
4-(Trans-4-butylcyclohexyl)benzoic acid	3104706
Acivicin	294641
Lobaric acid	73157
RASAGILINE	3052776
Miglitol	441314
3,5-Diiodo-l-thyronine	92859
SR-02000000448	46835808
F1709-0025	2963476
Celecoxib	2662
PH-797804	22049997
Fadrozole	59693
CHEMBL585951	25222038
Ticrynafen	38409
Adenosine	60961
Coleoforsin	5702265
MLS003129601	44485754
149759-96-6	132887
MLS003129602	44506006
Bosutinib	5328940
DASA-58	44543605
AZ628	11676786
CHEMBL1706858	46925884
Oxamflatin	5353852
SCHEMBL165045	44281634
5-Methyl-hydantoin	69216
CHEMBL599255	2977478
MLS002264523	44142168
Dopamine 4-O-sulfate	123932
CHEMBL3186940	44495043
Narlaprevir	11857239
2-(Allylamino)-3-chloronaphthoquinone	1716436
ZINC3830433	23637804
MLS005000303	60189159
Trichloroethylene	6575
AK-778/12434114	1721551
Clodronic acid	25419
171179-06-9	4707
AZD4547	51039095
SB258585	3248571
Fentanyl Isothiocyanate	84008
CHEMBL2134537	44494652
Efaproxiral Sodium	2725048
DM-55-3	44483977
KUC103423N	13927310
SCHEMBL2608041	44601455
Mycophenolate Mofetil	5281078
Rilmenidine	68712
CHEMBL2360506	44618470
AZD-1152HQPA	16007391
CHEMBL2138369	54636786
CHEMBL2142877	45099945
Linoleoyl Glycine	4372
9-Octadecenamide,n-[(4-hydroxy-3-methoxyphenyl)methyl]-	42760
Pepstatin	5478883
Aurora A Inhibitor I	44139710
MLS000534605	800760
CHEMBL2355724	54618771
SMR000543856	1864426
Kaempferol	5280863
SCHEMBL14977174	50898237
Everolimus	6442177
HMN-214	9888590
GSK429286A	11373846
ML181	46172919
1-Pentofuranosyl-1H-1,2,4-triazole-3-carboxamide	5064
RS102895	10000456
N-[4-Chloro-3-(trifluoromethyl)phenyl]-2-ethoxybenzamide	729859
CHEMBL2355890	54618864
Chloramphenicol	5959
sarmentogenin	6437
Mofezolac	4237
ZINC21054137	20966339
SMR000108731	5310786
CHEMBL3184167	54651274
BRD-K01605959-001-01-9	44489401
BSPBIO_001473	6610313
Thiabendazole	5430
Bisoprolol	2405
Entecavir	135398508
SCHEMBL17783907	60184824
Amiloride	16231
VU0413255-1	23036271
Eugenitol	5036604
N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)-2-{[3-cyano-6-(thiophen-2-yl)pyridin-2-yl]sulfanyl}acetamide	1772635
Methoprene acid	5353760
PHA-793887	46191454
3-Methyladenine	135398661
PIK-93	6852167
ZINC27646218	135925692
Vegf receptor 2 kinase inhibitor iv	5329468
ZINC01063165	1252831
Resmethrin	5053
Cytochalasin B	5311281
Fipronil	3352
BRD-K06956443	134830091
AQ-RA-741	129989
CHEMBL3188661	73265214
Y-27632	448042
Acetylcysteine	12035
1-{1-[4-(Morpholine-4-sulfonyl)-phenyl]-piperidin-4-ylmethyl}-3-o-tolyl-urea	3232217
CHEMBL3183676	44487978
CBKINASE1_008949	1242564
SMR000132203	9551230
CHEMBL2362018	54657606
Indomethacin Morpholinylamide	2415
PE(15:0/20:0)	446872
SCHEMBL15444220	73707398
CHEMBL259628	24857885
Primaquine	4908
MLS002474283	44202935
2-([2-(3-Nitrophenyl)-2-oxoethyl]thio)nicotinic acid	741395
Tyrphostin 25	2061
Tyrphostin 23	2052
MLS002554300	44237408
CHEMBL565856	3234028
MLS002554302	44237409
GDC-0980 (RG7422)	25254071
PK04_096316	23863790
cucurbitacin-i	5281321
Zolpidem	5732
ZM-39923	3797
Capecitabine	60953
AN-465/42886295	1817873
MLS000583956	3689415
4-(3-Ethyl[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)aniline	952391
Benzbromarone	2333
Chlortetracycline	54675777
Piretanide	4849
MLN 2238	25183872
Meprylcaine	4065
Sulfadoxine	17134
UK 383367	9818682
DMXAA (Vadimezan)	123964
Teneligliptin	11949652
Relcovaptan	60943
BRD-K32581454-001-01-5	54657690
BRD-K96433222-001-01-3	44485578
ZINC3874699	73707477
UNC 669	46931242
CHEMBL2355391	54615640
CHEMBL2355399	44498621
MLS000729783	5236771
Estra-1,3,5(10),7-tetraen-17-one, 3-hydroxy-	3247
SCHEMBL6874948	69923936
Fluperlapine	49381
3-(6-Nitro-1,3-dioxo-1H-benzo[de]isoquinolin-2(3H)-yl)propanoic acid	2844045
SCHEMBL12684744	44507138
CHEMBL2143863	54618223
2-Chloro-n-(1-phenyl-3-propyl-1H-pyrazol-5-yl)acetamide	2120347
Didanosine	135398739
Talnetant	5311424
Norlichexanthone	5281657
Olaparib	23725625
OPREA1_214521	16759579
CHEMBL2357805	54658782
Orthothymotinic acid	11052
Alverine	3678
4-(4-Benzylpiperazin-1-yl)thieno[2,3-d]pyrimidine	3610226
Cycladiene	667476
Verapamil	2520
RU-24969	108029
CHEMBL1982812	44485115
Carvedilol	2585
CHEMBL1270112	44460121
CHEMBL1270113	44460122
Erastin	11214940
CAPECITABINE	60953
ST50402870	135714026
Elesclomol	300471
172985-18-1	1075883
CHEMBL2360719	54631878
BRN 1088757	5938151
Belinostat	6918638
estropipate	5284555
Aloisine A	448912
AZD-1775	24856436
Nilutamide	4493
SAN1_003817	24059344
GW-0742	9934458
CHEMBL2144559	54645934
Helveticoside	441860
Daidzein	5281708
CHEMBL567134	44143091
Lansoprazole	3883
Isoflupredone Acetate	224246
Oxibendazole	4622
3,4'-Dimethoxyflavone	688666
4-(4-Bromophenyl)-2-(methylsulfonyl)thiazole	12474112
Disopyramide	3114
Risperidone	5073
Tiagabine	60648
Amthamine	126688
VU0366037-2	46869941
Atomoxetine	54841
MLS002473667	44202300
MLS001060864	24747156
Adenosine Phosphate	6083
CHEMBL3184316	44497321
CHEMBL3184317	54645986
Octopamine	4581
PK04PUR_000067	23777600
Palovarotene	10295295
Semagacestat (LY450139)	9843750
Isoniazid	3767
Isoconazole	3760
CHEMBL592869	715454
Remacemide	60511
Dexibuprofen	39912
ST019386	3780913
23979-41-1	169118
CHEMBL2131973	44503649
NSI-189	50922681
LY404039	9834591
Dydrogesterone	9051
CHEMBL1603014	20969430
metolazone	4170
MLS002454457	2242162
UK 356618	10370504
Xylazine	5707
Clobenpropit	2790
Fenbendazole	3334
Plumbagin	10205
Quinethazone	6307
CHEMBL2359288	145948357
MLS002264501	44142159
MLS002264500	25243786
MLS003129488	44488171
Methyltestosterone	6010
MLS003129486	44488698
MLS003129485	44505421
Sulfachlorpyridazine	6634
MLS002607718	46907727
MLS002607717	53338826
MLS002607716	46907712
MLS002607711	44460190
Firategrast	9935681
Etya	1780
Arecaidine but-2-ynyl ester	4214594
Glafenine	3474
856437-59-7	1093221
SCHEMBL1995782	53245456
Ampiroxicam	2176
(R)-(-)-Jq1 enantiomer	49871818
Flumethasone	16490
CHEMBL258148	44456237
CHEMBL2361430	44506860
BGT-226	11978790
MAYBRIDGE4_003950	2741632
nifedipine	4485
QX314	3925
ML216	49852229
4-(3,4-Dimethoxyphenyl)pyridine	612061
ML213	3111211
Benzthiazide	2343
L 168049	5311276
BDBM50442904	73707348
MLS000773738	5040456
ST012525	720932
Linezolid	441401
Fenretinide	5288209
GW305074X	5034
Strophanthidin	6185
Flubendazole	35802
CHEMBL2357707	54649312
Debrisoquin	2966
CHEMBL1719929	4055306
Protionamide	666418
AG-205/40776311	1043828
Diphenylpyraline	3103
MLS000095263	3238944
N-Cyclooctyl-4-methylbenzenesulfonamide	260972
SMER28	1560402
CHEMBL3187170	54618776
ST50910137	2852569
CHEMBL1456638	44460186
MDL 72832	182585
MLS001214919	1398674
Edaravone	4021
cefatrizine	6410758
Ipatasertib	24788740
936890-98-1	135398516
4-Methoxy-2-(4-propoxyphenyl)quinazoline	1612038
LACOSAMIDE	219078
PCL2_000057	23975579
BAS 07573666	3156884
CHEMBL3186771	54651297
wiskostatin	2775510
Selegiline	26757
CHEMBL1939087	44634865
CHEMBL1939080	4149969
Linolenic acid	5280934
XAV 939	135418940
Metergoline	28693
MLS000662068	1189521
6-Aminoindazole	81423
MLS001033149	2416356
CHEMBL2135441	54631056
1166227-08-2	42636535
CHEMBL3185502	145948441
Sorbitol	5780
Probucol	4912
Fenofibrate	3339
MLS001065887	135755223
MLS001065880	24747194
ITK Inhibitor	20635522
Reversine	210332
BCL-2 Inhibitor	11822705
12K-516S	2769158
CHEMBL2359871	54654428
CHEMBL565654	3235398
Norketamine	123767
ST50885743	1246750
2,4-Dimethoxyphenylacetic acid	350555
7-Aminocephalosporanic acid	441328
MLS002474002	44202600
Dexniguldipine	6918097
STK205557	1304413
Abiraterone Acetate	9821849
CHEMBL593506	45281794
BRD-K99712306-003-01-2	7059505
Taltirelin	114750
Cetirizine	2678
MLS003370623	50897562
Gossypetin	5280647
MLS003370625	50897566
MLS003370624	50897563
Sertraline	68617
MLS003370629	50897779
KUC104256	44630539
GMX1778	148198
Dextrorphan	5360697
CHEMBL34095	10452020
SCHEMBL16980224	57340671
CHEMBL3182318	46916310
Salicin	439503
PCI-32765	24821094
Mirin	137319711
STK358634	6520352
SCHEMBL17498001	70680401
Moxisylyte	4260
CHEMBL168972	195165
SCHEMBL17497583	70680407
6-fluoro-3-hydroxypyrazine-2-carboxamide	492405
MEGXP0_001265	10724564
Fatostatin	1889993
Bisindolylmaleimide IX	5083
Austricin	6713966
STK111867	2946732
4354-76-1	4865
Methapyrilene	4098
Nicergoline	34040
Rupatadine Fumarate	6449107
MLS003130126	46903526
benproperine	2326
CHEMBL1617615	44176347
CHROMOMYCIN-A3	656673
CHEMBL1271220	44460114
Altrenogest	10041070
levopropoxyphene	200742
BRD-K81793693-001-01-7	60185230
2-(1-Methyl-1H-indol-3-yl)ethanamine	23492
VER 155008	25195348
N-(3-Acetamidophenyl)-3-chlorobenzamide	669190
VX-661	46199646
BSPBIO_001592	16760039
Mazindol	4020
CHEMBL2140651	145760048
Bongkrekic acid	6433556
CHEMBL2356931	54618281
MLS002474103	44202744
Pefloxacin	51081
CHEMBL3184084	54628726
CHEMBL2357518	54619148
Betulinic acid	64971
CHEMBL3184089	54631644
CHEMBL3187691	54651241
SUGA2_000514	23863215
Talipexole	5374
CHEMBL2140476	44501445
MLS001060847	25079076
8-Epi-15-d2c-isop	13292831
Bendroflumethiazide	2315
MLS-0435557.0001	3190055
CHEMBL3084797	5713
CEP-701	126565
ALD1-H_001031	24031702
SDZ-201106	5190
Halcinonide	443943
SMR000318028	16187238
Hydrocortisone	5754
Quinacrine	237
Bavisant (dihydrochloride hydrate)	56843503
Warfarin	54678486
Benzamil	108107
Finasteride	57363
CHEMBL2142070	54618902
CHEBI:48565	2866
CHEMBL2136504	54618635
Dacinostat	6445533
Armodafinil	9690109
Doxifluridine	18343
PK04PUR_000351	23748511
Pancuronium	441289
Clorgiline	4380
MLS-0435433.0001	8056641
MK-212	107992
(Z,E)-Diethylstilbestrol	3054
CHEMBL81330	9909648
Tetrabenazine	6018
TIC10	336423
MLS003129936	46903309
NSC409663	3065
BRD-K73334096-001-01-3	54645843
TAE-684	16038120
CGP 60474	644215
TRIENTINE HYDROCHLORIDE	71433
AZD1981	11292191
CHEMBL3186907	54631222
SU 11274	9549297
Simvastatin	54454
Fexofenadine	3348
Darifenacin	444031
MLS002607731	46907757
Calmidazolium	2531
MLS002607739	46907656
Acdpp	16759169
Dimesna	65625
BUDIPINE	68778
GANT-61	421610
Oxandrolone	5878
CHEMBL3185450	54629198
EDOXUDINE	66377
MLS000676065	1251584
Benzoxiquine	6855
CHEMBL2361140	54619738
C37H48N6O5S2	53487909
Flavokawain B	5356121
Promethazine	4927
Triptorelin	25074470
CHEMBL2142524	44507093
MLS003129206	44505943
Mifobate	60910
Anagrelide	135409400
Eticlopride	57267
(S)-Alpha-methylhistamine	6603865
CHEMBL3187508	54661325
Metaraminol	5906
Eseroline	119198
Acetylsalicylanilide	3364609
BRD-A10420615-001-02-8	44483253
Prenylamine	9801
PK04_181039	23844163
CHEMBL2355586	44506424
CHEMBL2355585	54652677
PK04_101107	23777784
CHEMBL241271	16681732
Ergothioneine	5351619
Fenoldopam	3341
301836-43-1	6419753
N-Methyltyramine	9727
Trovafloxacin mesylate	62960
ST029676	727425
Nadifloxacin	4410
MBX-2982	25025505
MLS-0311344.0001	3538139
SPBIO_003097	6604381
ABT-333	56640146
ANANDAMIDE (20:3,N-6)	5282272
PCL2_000074	23891544
FORMESTANE	11273
Methylnorlichexanthone	5377914
Quinine	3034034
SCHEMBL17457462	73707540
Oxolamine	13738
Ritonavir	392622
Benzethonium	2335
Levofloxacin	149096
CHEMBL3181907	54618735
AKT Inhibitor VIII	135398501
Tyrphostin A9	5614
CHEMBL2144294	44507307
Tirasemtiv	23729157
2-Phenylaminoadenosine	6917803
CHEMBL1938917	3648364
Droperidol	3168
Apigenin	5280443
Htfmt	124846
Zidovudine	35370
BRD-K67414432-001-01-4	44493466
Pentylenetetrazol	5917
CHEMBL2359857	44617484
BRD-K04803823-019-01-3	60185154
Taranabant	11226090
CHEMBL610781	25199538
MLS002276500	44142059
Triptolide (PG490)	129010078
MLS002276501	44142060
Niflumic acid	4488
MLS000082430	663290
CHEMBL1719251	46925888
Verrucarin A	6326658
3,6-Dimethoxyflavone	676292
BRD-K76403391-001-01-5	54632182
Ciprofibrate	2763
BCB03_000797	23757372
MLS003587250	47099517
MLS003587251	5416418
CHEMBL1476499	44223974
MLS003587254	50910523
Novobiocin	54675769
Resminostat	11609955
CHEMBL1449448	46916204
Metoprolol	4171
Naftifine	47641
Hemado	10981286
STK064652	2878746
Cephaeline	442195
BRN 1309943	25600
2,3',4,5'-Tetramethoxystilbene	5354004
Idazoxan	54459
Trichlormethiazide	5560
Montelukast	5281040
SPECTRUM_000898	5702035
Temefos	5392
SPECTRUM_000894	6602440
SPECTRUM_000897	5702081
SPECTRUM_000890	5702034
Zaleplon	5719
MT-21	4262
MLS002276483	44142042
Cucurbitacin I	5281321
MLS002276485	44142044
MLS002276484	44142043
BRD-K73674426-001-01-3	44501793
CHEMBL41721	9886498
LY2874455	46944259
Tebuthiuron	5383
Apafant	65889
Cuneatin Methyl Ether	343083
GSK2636771	56949517
SDX-101	667528
NVP-BHG712	16747388
ST092443	2868392
Methyl-6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate	104999
SMR000009277	647508
SPECTRUM_000403	5702172
Chrysin	5281607
5-{[(3-Fluorophenyl)amino]methyl}quinolin-8-ol	698145
Iopanoic acid	3735
SPARFLOXACIN	60464
(R,R)-Tramadol	33741
CHEMBL2360750	56835259
MLS-0425618.0001	44229067
(1S,2R)-Phenylpropanolamine	26934
Rivafurazon	5447130
CHEMBL2355935	54615109
JLK-6	3803
QX-222	5014
9-Methyl-5H-6-thia-4,5-diaza-chrysene 6,6-dioxide	16759925
Pilaralisib	56599306
Menadione	4055
CHEMBL2357067	54615001
Olopatadine	5281071
SPECTRUM_001319	6602447
N-Methylphenothiazine	71015
Succimer	2724354
Fumonisin-B1	2733487
ST042677	669117
BRD-K10812716-001-02-2	54649627
17-Hydroxyandrost-4-en-3-one	12304592
CLIMBAZOLE	37907
Quipazine	5011
HMS2093J15	45006145
CHEMBL2362282	44620818
5-BrdU	6035
N-(1,3-Benzothiazol-2-yl)thiophene-2-carboxamide	843289
ST51024947	5716606
Leu-Enkephalin	461776
Sydowinin B	45359153
MLS000083313	665747
CHEMBL1590762	16759989
SCHEMBL5962596	69621407
YM90709	1103147
Esatenolol	175540
(R)-3-(piperidin-2-Yl)pyridine	641266
Dihydroergotamine	10531
Salvinorin A	128563
MLS003129913	44502466
D-64406	5330535
Mocetinostat	9865515
BRD-K42723976-001-01-0	60184717
Cimetidine	2756
(+)-Timolol	168613
BRD-K21569926-019-01-5	60185455
CHEMBL2131868	44494036
BML-266	2817242
MLN-8054	11712649
CHEMBL1612418	1109840
Cladribine	20279
4-[(3R,5R,8R,9S,10S,12S,13R,14S,17R)-3,12-Dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid	6742
CHEMBL2132440	54651392
Gatifloxacin	5379
LM-1685	10068193
GNF-PF-2808	171409
MLS001217863	24761960
ST50851003	1297252
Oxcarbazepine	34312
Cobimetinib	16222096
KW-2449	11427553
SCHEMBL12187882	25035942
LE-135	10410894
Bevirimat	457928
Wiskostatin	2775510
Isradipine	3784
5-(2,4,5-Trihydroxybenzyl)imidazolidine-2,4-dione	14951773
2-(2,4-Dichlorophenoxy)-n-(4-methyl-2-nitrophenyl)acetamide	295425
MLS003129264	44505473
SMR000178575	1090779
Deferiprone	2972
FG7142	4375
MLS003128791	44502225
Iopromide	3736
Nylidrin	4567
CHEMBL2355034	44507045
FPA1_000218	23863733
Senicapoc	216327
Emtricitabine	60877
Florfenicol	114811
ST50675383	17253222
Ethopropazine	3290
2,2'-Azobis(2-amidinopropane)	1969
Dexlansoprazole	9578005
CHEMDIV3_000020	5221400
GR-127935	107780
CHEMBL3182128	60190163
SCHEMBL16196749	22228376
SMR000162699	824820
NCGC00025322-01	9604993
GR-79236	9884817
N-{4-[(Methylsulfonyl)amino]phenyl}acetamide	458876
Moxonidine	4810
Tribenoside	196122
Midazolam	4192
Moricizine	34633
3-Methylcholanthrene	1674
Methylnaltrexone (Bromide)	5361917
GBR12783	5788723
423735-93-7	1048267
NU-7026	9860529
2-Fluoropalmitic acid	1560
Pramipexole	119570
Sulindac Sulfide	5352624
CHEMBL1533074	44620944
CHEMBL2356215	54657743
ascorbic-acid	54670067
amlodipine	2162
CHEMBL1624027	44246715
CHEMBL397100	3473393
MLS002473453	42628057
MLS002473457	42640808
BRD-K42790744	44498559
MLS002473458	42640809
Lafutidine	5282136
SECINH3	1029232
Ibuprofen	3672
Naphazoline	4436
Trifluoperazine	5566
Torsemide	41781
SRT-1720	24180125
CHEMBL3185277	56835314
BD-1008	126388
Mebendazole	4030
NSC667463	2728652
2-Amino-5,6-dihydro-6-methyl-4H-1,3-thiazine	1534
Thiethylperazine	5440
CHEMBL2135159	44506712
STK151112	704205
SCHEMBL2556868	46907743
Purvalanola	4987
BRD-A17828570-001-01-0	73707501
CHEMBL2134127	54639059
BRD-K80021597-019-01-3	60185028
Linoleoylethanolamide	5283446
Dihydro-Obliquin	3503044
Proglumide	4922
CHEMBL3184271	54660701
TAK-715	9952773
SMR000030495	3242434
Withaferin-A	265237
172516-45-9	2778741
Riociguat	11304743
Aspirin	2244
KUC103655	22416236
KUC103654	44462705
BRD-A69951442-001-01-3	73707402
KUC103656	13186954
Linagliptin	10096344
CHEMBL2131388	44501750
KUC103658	11219195
Eicosatrienoic acid (20:3 n-3)	5312529
Beclomethasone Dipropionate	21700
ST014075	1258678
REGADENOSON	219024
ST50920250	792012
MLS004342525	54654432
AG-205/12836028	1037728
Cymarigenen	6185
Sulfadimethoxine	5323
Digoxin	2724385
CHEMBL2359302	54646754
Glutamine	5961
Raltegravir	54671008
Palbociclib	5330286
CHEMBL3183893	54651338
Calpeptin	73364
SR-2640	128355
HSCI1_000314	16760312
HSCI1_000313	16760682
ACON1_002471	23986044
Paricalcitol	5281104
Baicalin	64982
102649-78-5	124172
Methantheline	4097
Dacomitinib	11511120
Tolfenamic acid	610479
Amineptine	34870
Preladenant	10117987
Desacetoxymatricarin	167683
CHEMBL3185806	44493635
8-Cyclohexyl-2,3,3a,4,5,6-hexahydro-1H-pyrazino[3,2,1-jk]carbazole	160020
Pomalidomide	134780
Propofol	4943
Arglabin	5574924
Apigetrin	5280704
Reichsteins Substance S	227112
Reserpine	5770
MLS003130163	46903561
SUGA1_016055	23891542
CHEMBL1619263	23606608
UNII-884KT10YB7	5039
AK-968/11369213	4183496
CHEMBL2360006	44487620
SCHEMBL15556278	24880028
CHEMBL1085587	44246498
N9-Isopropylolomoucine	6610355
BRD-K95517054-001-01-7	46925828
N-[4-(1-Benzoylpiperidin-4-yl)butyl]-3-pyridin-3-ylpropanamide	9543513
SPECTRUM_001088	6710659
4-Amino-1,8-naphthalimide	1720
Norfenfluramine	15897
ST4048456	5290633
NCGC00179649-07	7048968
ACEXAMIC ACID	2005
CHEMBL2139042	54618475
SCHEMBL16980381	54657899
BRD-K27865298	134830118
Sulconazole	5318
MLS003429134	135999135
Phtpp	11201035
ZINC61389579	52897293
Isosorbide Mononitrate	27661
Meticrane	4165
Donepezil	3152
AO-081/42496550	3157053
NVP-AUY922	135539077
Nicotin-Amide	936
CHEMBL3187380	54637797
Dinoprostone	5280360
ACRIVASTINE	5284514
Imiquimod	57469
Cis-2-Methoxycinnamic Acid	1622530
Nevirapine	4463
Tasquinimod	54682876
CHEMBL2140612	44506765
CHEMBL2140610	54667061
1-(5-Isoquinolinesulfonyl)piperazine	3545
BRD-A88208128-003-01-2	44247471
Quiflapon	60923
MLS003129890	44505902
MLS003129893	44489280
4-Chloro-2-(imidazolin-2-yl)isoindoline	127951
Cilomilast	151170
Flumequine	3374
Orphenadrine	4601
MLS002699429	26871482
CHEMBL2358826	54646518
CHEMBL59836	9821459
PCL2_000350	23891566
SCHEMBL3954849	25226483
SKF-81297	1218
CHEMBL2355308	44617787
Medroxyprogesterone Acetate	6279
MLS-0351065.0001	3266419
MK-3207 (Hydrochloride)	49867927
RO 16-6941	4289
Carprofen	2581
MLS003115428	2949
SUGA2_000113	23834891
MLS001065904	24747340
MLS001065903	24747341
KUC104542N	44828477
MLS001065900	24747342
SCHEMBL17378613	73265276
FPA1_000301	23863739
Procainamide	4913
MLS001060840	24747278
CHEMBL1374544	3233012
Rimcazole	53389
Alpelisib	56649450
MLS003568137	46873819
MLS003568130	50918585
MLS003568132	50918583
2,3,7,8-Tetrachlorodibenzo-p-dioxin	15625
MLS003337121	46947875
MLS003337120	46916165
MLS003337122	49766619
6-Aminochrysene	17534
AT13387	11955716
SCHEMBL6463646	44500453
4-(Pyridin-3-yloxy)-phthalonitrile	882273
Iocetamic acid	27648
VU0365118-1	45281798
NSC25485	4605
CHEMBL1903707	17581348
MAYBRIDGE4_001867	2816236
Methoxychlor	4115
MLS002703291	44537693
MLS002703290	44537694
MLS002703293	44537690
Clocortolone	5311052
TSU-68	5329099
Etizolam	3307
BRD-A94810754-001-01-2	73652146
Tolmetin	5509
Trichostatin	444732
PHA-767491	11715767
PD-0325901	9826528
BMS-927711	51049968
NCGC00172397-01	24869085
Hyperoside	5281643
Oxymetazoline	4636
Nizatidine	3033637
Tamatinib	11213558
Zaprinast	135399235
Disulfiram	3117
Regorafenib	11167602
Dictamnine	68085
nimodipine	4497
Paromomycin	165580
IM-12	25209788
MLS002302556	44143772
Nefazodone	4449
PKC Beta Inhibitor	6419755
Temoporfin	60751
CHEMBL2143784	44495835
CHEMBL3182146	50898226
1-(3,4-Dichloro-phenyl)-3-aza-bicyclo[3.1.0]hexane HCl	9795275
BRD-A43331270-001-01-6	71317558
FPL64176	3423
Tobramycin	36294
Rilpivirine	6451164
MLS003129537	44505415
MLS003129244	44488699
MLS003129246	44505142
Cadmium Dichloride	24947
Nomifensine	4528
CHEMBL2356784	54618307
Apremilast (CC-10004)	11561674
Sphingosine	5280335
6998-75-0	451875
ACON1_001770	23874489
2,3-Diamino-1-phenylpropan-1-one	4990100
SCHEMBL14976663	50898234
CHEMBL57427	5124753
DSSTOX_CID_2640	54117
Xanthohumol	639665
SMR000857102	5702174
PK04_098272	23947034
SPECTRUM_000211	5702140
sorafenib	216239
SMR000250171	2486932
KF 38789	135400439
Carbazole, 9-(4-methylbenzoyl)-	576989
CHEMBL1271012	44460116
CHEMBL1271011	1998811
SCHEMBL17783896	60190540
PK-11195	1345
6,2'-Dimethoxyflavone	676288
NCGC00170421-01	23975549
CHEMBL2356893	54664871
Gamolenic acid	5280933
SAN1_011387	23777756
Lofepramine	3947
MLS002474203	44202844
Ifenprodil	3689
CHEMBL2354530	60185196
Phosphomevalonic acid	476
CHEMBL2354536	54657692
CHEMBL3184251	60188214
7,8-Dihydroxychlorpromazine	159916
CHEMBL83092	151819
Cyclopamine	442972
VU0415011	45259137
VU0415010	45259136
VU0415012	15301607
Pergolide	47811
Licarbazepine	114709
CHEMBL2358495	44490620
Aphidicolin	457964
CHEMBL3189023	54654140
KUC103672	44473128
MLS004683634	44493436
KUC103670	12385463
KUC103676	44473132
LRRK2-IN-1	46843906
PF 543	66577038
CHEMDIV3_007362	6621039
AG-957	2064
FPA1_000042	23946995
Nafadotride	3408722
MLS002554299	44237405
MLS002554298	44237407
MLS002554296	44237404
Atpa	2253
MLS003129769	44492578
Mupirocin	446596
CHEMBL2136735	135423438
ML120	4302116
AC55649	1714884
BRD-K07323881-001-01-6	54657841
Tinidazole	5479
MK-0974	11319053
121083-05-4	129360
(13S)-3-Hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one	6710658
Pemoline	4723
Trapidil	5531
ZINC43393638	73707483
STK661558	1505783
1228746-78-8	6710700
UNII-P41PML4GHR	4513
CHEMDIV3_013267	5065494
CHEMDIV3_005068	1191868
Zolantidine	91769
MLN-0128	45375953
(+)-Taxifolin	439533
MLS002264377	44142104
MLS002264379	25886838
CHEMBL3185534	54631347
CHEMBL1394624	44142351
MLS002471788	44143092
Sarsasapogenin	92095
Mepivacaine	4062
Droxinostat	568416
3-(Diphenylmethoxy)-8-methyl-8-azabicyclo[3.2.1]octane	2344
SR-03000000931-1	42640807
PENICILLIN V POTASSIUM	23676814
MLS003130182	46903580
Methylpromazine	5574
Ergoatetrine	3250
I-BET151	52912189
SUGA1_016079	23834901
CHEBI:82814	3076
CHEMBL2361224	54618962
Telatinib	9808844
L 741,742	133008
VU0400193-3	46869951
CHEMBL2355469	54618940
Aristolochic acid	2236
CHEMBL2360064	44488800
Lu AE58054 (Hydrochloride)	21071391
AEE788 (NVP-AEE788)	10297043
2-Aminopurine	9955
AMD-070 (hydrochloride)	71576687
164178-33-0	4302963
Letrozole	3902
Bazedoxifene HCl	9936012
Agomelatine	82148
GSK1292263	24996872
CHEMBL3182088	60185153
CHEMBL3183285	54638775
MLS002264448	44142131
Epivincamine	637570
CHEMBL2326701	46943400
CI-966	198693
Glyburide	3488
KN 62	5312126
