drug	repurpose	origin	min_check
PERTUZUMAB	LUAD	Oncology	0
1140909-48-3	LUAD	Oncology	0
ITRACONAZOLE	LUAD	Immunology/Infectious disease	0
PEGAPTANIB	LUAD	Ophthalmology	1
LAPATINIB DITOSYLATE	LUAD	Oncology	0
VISMODEGIB	LUAD	Oncology	0
MIGLITOL	LUAD	Endocrinology	0
THIOTEPA	LUAD	Immunology/Infectious disease | Oncology	0
5-AMINOLEVULINIC ACID	LUAD	Dermatology/Plastic surgery	1
ASPARAGINASE	LUAD	Oncology	0
TRABECTEDIN	LUAD	Oncology	0
TRIHEXYPHENIDYL	LUAD	Neurology	0
CYCLOPENTOLATE	LUAD	Ophthalmology	0
TROSPIUM	LUAD	Nephrology/Urology	0
TRIHEXYPHENIDYL HYDROCHLORIDE	LUAD	Neurology	0
COBIMETINIB FUMARATE	LUAD	Oncology	0
1187431-43-1	LUAD	Oncology	0
MECASERMIN	LUAD	Endocrinology	1
ZINC CHLORIDE	LUAD	Nutraceutical	0
TRIFLURIDINE	LUAD	Immunology/Infectious disease | Ophthalmology	0
PEGADEMASE BOVINE	LUAD	Immunology/Infectious disease	0
EDARAVONE	LUAD	Musculoskeletal	1
DIMETHYL FUMARATE	LUAD	Neurology	0
LOVASTATIN ACID	LUAD	Cardiology/Vascular disease	0
IRINOTECAN	LUSC	Oncology	0
ETHANOL	LUSC	Neurology	0
MIDOSTAURIN	LUSC	Oncology	0
RETINOIC ACID	LUSC	Dermatology/Plastic surgery | Oncology	0
VINCRISTINE	LUSC	Oncology	0
CYTARABINE	LUSC	Oncology	0
STREPTOZOCIN	LUSC	Oncology	0
IDELALISIB	LUSC	Oncology	0
COPANLISIB	LUSC	Oncology	0
RAPAMYCIN	LUSC	Immunology/Infectious disease | Nephrology/Urology	0
TEMSIROLIMUS	LUSC	Oncology	0
METFORMIN	LUSC	Endocrinology	0
PAZOPANIB	LUSC	Oncology	0
5-FLUOROURACIL	LUSC	Oncology | Dermatology/Plastic surgery	0
6-MERCAPTOPURINE	LUSC	Oncology	0
OXALIPLATIN	LUSC	Oncology	0
CYCLOPHOSPHAMIDE	LUSC	Oncology | Nephrology/Urology	0
L-ASCORBIC ACID	LUSC	Nutraceutical	0
LITHIUM	LUSC	Psychiatry/Psychology	0
CARBAMAZEPINE	LUSC	Neurology | Psychiatry/Psychology	0
DASATINIB	LUSC	Oncology	0
REGORAFENIB	LUSC	Oncology	0
VANDETANIB	LUSC	Oncology	0
DOXORUBICIN	LUSC	Oncology	0
BROMOCRIPTINE	LUSC	Endocrinology | Neurology	0
INDOMETHACIN	LUSC	Pain management | Musculoskeletal	0
PALIFERMIN	LUSC	Dental/Maxillofacial surgery	0
CYCLOSPORIN A	LUSC	Immunology/Infectious disease | Ophthalmology	0
CETUXIMAB	LUSC	Oncology	0
TRASTUZUMAB	LUSC	Oncology	0
RITUXIMAB	LUSC	Oncology	0
HALOPERIDOL	LUSC	Psychiatry/Psychology	0
PROGESTERONE	LUSC	Endocrinology | Obstetrics/Gynecology	0
NINTEDANIB	LUSC	Pulmonary/Respiratory disease	0
PONATINIB	LUSC	Oncology	0
IBRUTINIB	LUSC	Oncology	0
VORINOSTAT	LUSC	Oncology	0
BELINOSTAT	LUSC	Oncology	0
BORTEZOMIB	LUSC	Oncology	0
FILGRASTIM	LUSC	Hematology | Oncology	0
ROSIGLITAZONE	LUSC	Endocrinology	0
THALIDOMIDE	LUSC	Dermatology/Plastic surgery | Oncology	0
PROPYLTHIOURACIL	LUSC	Endocrinology	0
VINBLASTINE	LUSC	Oncology	0
DEXAMETHASONE	LUSC	Ophthalmology	0
MITOMYCIN C	LUSC	Oncology	0
CAPECITABINE	LUSC	Oncology	0
CHLORAMBUCIL	LUSC	Oncology	0
NITROGLYCERIN	LUSC	Cardiology/Vascular disease | Gastroenterology	0
RIBOCICLIB	LUSC	Oncology	0
COBIMETINIB	LUSC	Oncology	0
PANITUMUMAB	LUSC	Oncology	0
SORAFENIB	LUSC	Oncology	0
VEMURAFENIB	LUSC	Oncology	0
LENVATINIB	LUSC	Oncology	0
PALBOCICLIB	LUSC	Oncology	0
AZD-9291	LUSC	Oncology	0
DABRAFENIB	LUSC	Oncology	0
ABEMACICLIB	LUSC	Oncology	0
RALOXIFENE	LUSC	Musculoskeletal | Oncology	0
TARENFLURBIL	LUSC	Pain management | Musculoskeletal	0
ABT-199	LUSC	Oncology	0
HYDROCORTISONE	LUSC	Dermatology/Plastic surgery	0
SIMVASTATIN	LUSC	Hematology	0
METHIMAZOLE	LUSC	Endocrinology	0
PREDNISOLONE	LUSC	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
TAMOXIFEN	LUSC	Oncology	0
IMATINIB	LUSC	Oncology	0
DEHYDROEPIANDROSTERONE	LUSC	Obstetrics/Gynecology	0
DIMETHYL SULFOXIDE	LUSC	Pain management | Nephrology/Urology	0
NILOTINIB	LUSC	Oncology	0
URSODEOXYCHOLIC ACID	LUSC	Gastroenterology	0
SULINDAC	LUSC	Pain management | Musculoskeletal	0
DECITABINE	LUSC	Hematology	0
OLAPARIB	LUSC	Oncology	0
RUCAPARIB	LUSC	Oncology	0
NIRAPARIB	LUSC	Oncology	0
ENALAPRIL	LUSC	Cardiology/Vascular disease	0
FLUDARABINE PHOSPHATE	LUSC	Oncology	0
CLOFARABINE	LUSC	Oncology	1
HYDROXYUREA	LUSC	Hematology | Oncology	0
NETARSUDIL	LUSC	Ophthalmology	0
ETOPOSIDE	LUSC	Oncology	0
VITAMIN E	LUSC	Nutraceutical	0
TRIFLUOPERAZINE	LUSC	Psychiatry/Psychology	0
DAUNORUBICIN	LUSC	Oncology	0
IDARUBICIN	LUSC	Oncology	0
LETROZOLE	LUSC	Oncology	0
TEMOZOLOMIDE	LUSC	Oncology	0
ADO-TRASTUZUMAB EMTANSINE	LUSC	Oncology	0
INSULIN HUMAN	LUSC	Endocrinology	0
CAPSAICIN	LUSC	Immunology/Infectious disease | Neurology | Pain management	0
FLUTAMIDE	LUSC	Oncology	0
FULVESTRANT	LUSC	Oncology	0
CABOZANTINIB	LUSC	Oncology	0
BICALUTAMIDE	LUSC	Oncology	0
AZD-9291 MESYLATE	LUSC	Oncology	0
LAPATINIB	LUSC	Oncology	0
PRAMLINTIDE	LUSC	Endocrinology	0
SUNITINIB	LUSC	Oncology	0
EPIRUBICIN	LUSC	Oncology	0
METHYLPREDNISOLONE	LUSC	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
IFOSFAMIDE	LUSC	Oncology	0
MILTEFOSINE	LUSC	Immunology/Infectious disease	0
NERATINIB	LUSC	Oncology	0
FLOXURIDINE	LUSC	Oncology	0
PERTUZUMAB	LUSC	Oncology	0
GANCICLOVIR	LUSC	Immunology/Infectious disease	0
NINTEDANIB ESYLATE	LUSC	Pulmonary/Respiratory disease	0
ITRACONAZOLE	LUSC	Immunology/Infectious disease	0
PENTOSAN POLYSULFATE	LUSC	Nephrology/Urology	0
PEGAPTANIB	LUSC	Ophthalmology	1
LAPATINIB DITOSYLATE	LUSC	Oncology	0
RIBOCICLIB SUCCINATE	LUSC	Oncology	0
THIOTEPA	LUSC	Immunology/Infectious disease | Oncology	0
MIGLUSTAT	LUSC	Storage disease	0
ELIGLUSTAT TARTRATE	LUSC	Storage disease	0
5-AMINOLEVULINIC ACID	LUSC	Dermatology/Plastic surgery	1
ASPARAGINASE	LUSC	Oncology	0
ENZALUTAMIDE	LUSC	Oncology	0
ABIRATERONE	LUSC	Oncology	0
TRABECTEDIN	LUSC	Oncology	0
MECASERMIN	LUSC	Endocrinology	1
ZINC CHLORIDE	LUSC	Nutraceutical	0
TRIFLURIDINE	LUSC	Immunology/Infectious disease | Ophthalmology	0
PEGADEMASE BOVINE	LUSC	Immunology/Infectious disease	0
EDARAVONE	LUSC	Musculoskeletal	1
LOVASTATIN ACID	LUSC	Cardiology/Vascular disease	0
IRINOTECAN	PRAD	Oncology	0
MIDOSTAURIN	PRAD	Oncology	0
CARBOPLATIN	PRAD	Oncology	0
VINCRISTINE	PRAD	Oncology	0
CYTARABINE	PRAD	Oncology	0
STREPTOZOCIN	PRAD	Oncology	0
IDELALISIB	PRAD	Oncology	0
COPANLISIB	PRAD	Oncology	0
RAPAMYCIN	PRAD	Immunology/Infectious disease | Nephrology/Urology	0
EVEROLIMUS	PRAD	Immunology/Infectious disease | Nephrology/Urology | Oncology	0
TEMSIROLIMUS	PRAD	Oncology	0
METFORMIN	PRAD	Endocrinology	0
PAZOPANIB	PRAD	Oncology	0
5-FLUOROURACIL	PRAD	Oncology | Dermatology/Plastic surgery	0
OXALIPLATIN	PRAD	Oncology	0
VINORELBINE	PRAD	Oncology	0
PACLITAXEL	PRAD	Oncology	0
CYCLOPHOSPHAMIDE	PRAD	Oncology | Nephrology/Urology	0
BEVACIZUMAB	PRAD	Oncology	0
GEMCITABINE	PRAD	Oncology	0
PEMETREXED	PRAD	Oncology	0
CELECOXIB	PRAD	Pain management	0
DASATINIB	PRAD	Oncology	0
REGORAFENIB	PRAD	Oncology	0
VANDETANIB	PRAD	Oncology	0
DOXORUBICIN	PRAD	Oncology	0
RISPERIDONE	PRAD	Psychiatry/Psychology	0
EFLORNITHINE	PRAD	Dermatology/Plastic surgery	0
CYCLOSPORIN A	PRAD	Immunology/Infectious disease | Ophthalmology	0
CETUXIMAB	PRAD	Oncology	0
TRASTUZUMAB	PRAD	Oncology	0
RITUXIMAB	PRAD	Oncology	0
HALOPERIDOL	PRAD	Psychiatry/Psychology	0
PROGESTERONE	PRAD	Endocrinology | Obstetrics/Gynecology	0
PONATINIB	PRAD	Oncology	0
IBRUTINIB	PRAD	Oncology	0
VORINOSTAT	PRAD	Oncology	0
PANOBINOSTAT	PRAD	Oncology	0
SODIUM 4-PHENYLBUTYRATE	PRAD	Hematology	0
BORTEZOMIB	PRAD	Oncology	0
5-AZACYTIDINE	PRAD	Oncology	0
IBUPROFEN	PRAD	Pain management	0
PROPYLTHIOURACIL	PRAD	Endocrinology	0
ARSENIC TRIOXIDE	PRAD	Oncology	0
PEMBROLIZUMAB	PRAD	Oncology	0
MITOMYCIN C	PRAD	Oncology	0
CAPECITABINE	PRAD	Oncology	0
NITROGLYCERIN	PRAD	Cardiology/Vascular disease | Gastroenterology	0
RIBOCICLIB	PRAD	Oncology	0
TRAMETINIB	PRAD	Oncology	0
COBIMETINIB	PRAD	Oncology	0
ATEZOLIZUMAB	PRAD	Oncology	0
PANITUMUMAB	PRAD	Oncology	0
SORAFENIB	PRAD	Oncology	0
VEMURAFENIB	PRAD	Oncology	0
LENVATINIB	PRAD	Oncology	0
PALBOCICLIB	PRAD	Oncology	0
AZD-9291	PRAD	Oncology	0
GEFITINIB	PRAD	Oncology	0
DABRAFENIB	PRAD	Oncology	0
AFATINIB	PRAD	Oncology	0
ABEMACICLIB	PRAD	Oncology	0
RALOXIFENE	PRAD	Musculoskeletal | Oncology	0
TARENFLURBIL	PRAD	Pain management | Musculoskeletal	0
ABT-199	PRAD	Oncology	0
METHIMAZOLE	PRAD	Endocrinology	0
TAMOXIFEN	PRAD	Oncology	0
IMATINIB	PRAD	Oncology	0
CRIZOTINIB	PRAD	Oncology	0
DEHYDROEPIANDROSTERONE	PRAD	Obstetrics/Gynecology	0
DIMETHYL SULFOXIDE	PRAD	Pain management | Nephrology/Urology	0
ERLOTINIB	PRAD	Oncology	0
URSODEOXYCHOLIC ACID	PRAD	Gastroenterology	0
SULINDAC	PRAD	Pain management | Musculoskeletal	0
DECITABINE	PRAD	Hematology	0
RUCAPARIB	PRAD	Oncology	0
NIRAPARIB	PRAD	Oncology	0
ENALAPRIL	PRAD	Cardiology/Vascular disease	0
HYDROXYUREA	PRAD	Hematology | Oncology	0
ETOPOSIDE	PRAD	Oncology	0
VITAMIN E	PRAD	Nutraceutical	0
TRIFLUOPERAZINE	PRAD	Psychiatry/Psychology	0
DAUNORUBICIN	PRAD	Oncology	0
IDARUBICIN	PRAD	Oncology	0
BRIGATINIB	PRAD	Oncology	1
TOPOTECAN	PRAD	Oncology	0
NIVOLUMAB	PRAD	Oncology	0
LETROZOLE	PRAD	Oncology	0
TEMOZOLOMIDE	PRAD	Oncology	0
ADO-TRASTUZUMAB EMTANSINE	PRAD	Oncology	0
FULVESTRANT	PRAD	Oncology	0
CABOZANTINIB	PRAD	Oncology	0
LOMUSTINE	PRAD	Oncology	0
AFATINIB DIMALEATE	PRAD	Oncology	0
AZD-9291 MESYLATE	PRAD	Oncology	0
LAPATINIB	PRAD	Oncology	0
PRAMLINTIDE	PRAD	Endocrinology	0
SORAFENIB TOSYLATE	PRAD	Oncology	0
LIOTHYRONINE	PRAD	Endocrinology	0
EPIRUBICIN	PRAD	Oncology	0
UREA	PRAD	Dermatology/Plastic surgery	0
METHYLPREDNISOLONE	PRAD	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
IFOSFAMIDE	PRAD	Oncology	0
MILTEFOSINE	PRAD	Immunology/Infectious disease	0
NERATINIB	PRAD	Oncology	0
FLOXURIDINE	PRAD	Oncology	0
PERTUZUMAB	PRAD	Oncology	0
GANCICLOVIR	PRAD	Immunology/Infectious disease	0
RAMUCIRUMAB	PRAD	Oncology	0
PEMETREXED DISODIUM	PRAD	Oncology	0
METHOTREXATE SODIUM	PRAD	Oncology | Dermatology/Plastic surgery | Musculoskeletal	0
NELFINAVIR	PRAD	Immunology/Infectious disease	0
6-AMINOHEXANOIC ACID	PRAD	Hematology	0
DEFIBROTIDE SODIUM	PRAD	Gastroenterology	0
NECITUMUMAB	PRAD	Oncology	0
LAPATINIB DITOSYLATE	PRAD	Oncology	0
DABRAFENIB MESYLATE	PRAD	Oncology	0
THIOTEPA	PRAD	Immunology/Infectious disease | Oncology	0
5-AMINOLEVULINIC ACID	PRAD	Dermatology/Plastic surgery	1
TRABECTEDIN	PRAD	Oncology	0
COBIMETINIB FUMARATE	PRAD	Oncology	0
1187431-43-1	PRAD	Oncology	0
INSULIN GLARGINE	PRAD	Endocrinology	1
MECASERMIN	PRAD	Endocrinology	1
ZINC CHLORIDE	PRAD	Nutraceutical	0
TRIFLURIDINE	PRAD	Immunology/Infectious disease | Ophthalmology	0
PEGADEMASE BOVINE	PRAD	Immunology/Infectious disease	0
EDARAVONE	PRAD	Musculoskeletal	1
DIMETHYL FUMARATE	PRAD	Neurology	1
TIPIRACIL	PRAD	Oncology	0
TIPIRACIL HYDROCHLORIDE	PRAD	Oncology	0
LOVASTATIN ACID	PRAD	Cardiology/Vascular disease	0
IRINOTECAN	SKCM	Oncology	0
MIDOSTAURIN	SKCM	Oncology	0
CARBOPLATIN	SKCM	Oncology	0
RETINOIC ACID	SKCM	Dermatology/Plastic surgery | Oncology	0
CYTARABINE	SKCM	Oncology	0
STREPTOZOCIN	SKCM	Oncology	0
IDELALISIB	SKCM	Oncology	0
COPANLISIB	SKCM	Oncology	0
GADOPENTETATE DIMEGLUMINE	SKCM	Diagnostic agent	0
RAPAMYCIN	SKCM	Immunology/Infectious disease | Nephrology/Urology	0
EVEROLIMUS	SKCM	Immunology/Infectious disease | Nephrology/Urology | Oncology	0
TEMSIROLIMUS	SKCM	Oncology	0
METFORMIN	SKCM	Endocrinology	0
PAZOPANIB	SKCM	Oncology	0
5-FLUOROURACIL	SKCM	Oncology | Dermatology/Plastic surgery	0
6-MERCAPTOPURINE	SKCM	Oncology	0
OXALIPLATIN	SKCM	Oncology	0
CYCLOPHOSPHAMIDE	SKCM	Oncology | Nephrology/Urology	0
DOCETAXEL	SKCM	Oncology	0
BEVACIZUMAB	SKCM	Oncology	0
GEMCITABINE	SKCM	Oncology	0
PEMETREXED	SKCM	Oncology	0
L-ASCORBIC ACID	SKCM	Nutraceutical	0
CELECOXIB	SKCM	Pain management	0
DASATINIB	SKCM	Oncology	0
REGORAFENIB	SKCM	Oncology	0
VANDETANIB	SKCM	Oncology	0
DOXORUBICIN	SKCM	Oncology	0
CETUXIMAB	SKCM	Oncology	0
TRASTUZUMAB	SKCM	Oncology	0
RITUXIMAB	SKCM	Oncology	0
HALOPERIDOL	SKCM	Psychiatry/Psychology	0
PROGESTERONE	SKCM	Endocrinology | Obstetrics/Gynecology	0
PONATINIB	SKCM	Oncology	0
IBRUTINIB	SKCM	Oncology	0
PAZOPANIB HYDROCHLORIDE	SKCM	Oncology	0
PANOBINOSTAT	SKCM	Oncology	0
ROMIDEPSIN	SKCM	Oncology	0
SODIUM 4-PHENYLBUTYRATE	SKCM	Hematology	0
BORTEZOMIB	SKCM	Oncology	0
5-AZACYTIDINE	SKCM	Oncology	0
SEMAXANIB	SKCM	Hematology	0
ACETAMINOPHEN	SKCM	Pain management	0
PROPYLTHIOURACIL	SKCM	Endocrinology	0
ARSENIC TRIOXIDE	SKCM	Oncology	0
PEMBROLIZUMAB	SKCM	Oncology	0
APREMILAST	SKCM	Immunology/Infectious disease | Musculoskeletal	0
OCRIPLASMIN	SKCM	Ophthalmology	0
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	SKCM	Musculoskeletal	0
DEXAMETHASONE	SKCM	Ophthalmology	0
MITOMYCIN C	SKCM	Oncology	0
CAPECITABINE	SKCM	Oncology	0
METHOTREXATE	SKCM	Oncology | Dermatology/Plastic surgery | Musculoskeletal	0
NITROGLYCERIN	SKCM	Cardiology/Vascular disease | Gastroenterology	0
AXITINIB	SKCM	Oncology	0
RIBOCICLIB	SKCM	Oncology	0
ATEZOLIZUMAB	SKCM	Oncology	0
PANITUMUMAB	SKCM	Oncology	0
SORAFENIB	SKCM	Oncology	0
LENVATINIB	SKCM	Oncology	0
PALBOCICLIB	SKCM	Oncology	0
AZD-9291	SKCM	Oncology	0
GEFITINIB	SKCM	Oncology	0
AFATINIB	SKCM	Oncology	0
ABEMACICLIB	SKCM	Oncology	0
POTASSIUM	SKCM	Hematology | Nephrology/Urology	0
MAGNESIUM	SKCM	Nutraceutical	0
CICLOPIROX	SKCM	Immunology/Infectious disease	0
ALUMINUM	SKCM	Gastroenterology	0
LUMEFANTRINE	SKCM	Immunology/Infectious disease	0
TARENFLURBIL	SKCM	Pain management | Musculoskeletal	0
ABT-199	SKCM	Oncology	0
NICOTINE	SKCM	Psychiatry/Psychology	0
METHIMAZOLE	SKCM	Endocrinology	0
PREDNISOLONE	SKCM	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
TAMOXIFEN	SKCM	Oncology	0
IMATINIB	SKCM	Oncology	0
CRIZOTINIB	SKCM	Oncology	0
DIMETHYL SULFOXIDE	SKCM	Pain management | Nephrology/Urology	0
NILOTINIB	SKCM	Oncology	0
ERLOTINIB	SKCM	Oncology	0
BOSUTINIB	SKCM	Oncology	0
URSODEOXYCHOLIC ACID	SKCM	Gastroenterology	0
LENALIDOMIDE	SKCM	Oncology	0
DECITABINE	SKCM	Hematology	0
OLAPARIB	SKCM	Oncology	0
RUCAPARIB	SKCM	Oncology	0
NIRAPARIB	SKCM	Oncology	0
ENALAPRIL	SKCM	Cardiology/Vascular disease	0
FLUDARABINE PHOSPHATE	SKCM	Oncology	0
CLADRIBINE	SKCM	Oncology	0
CLOFARABINE	SKCM	Oncology	0
FLUDARABINE	SKCM	Oncology	1
HYDROXYUREA	SKCM	Hematology | Oncology	0
GEMCITABINE HYDROCHLORIDE	SKCM	Oncology	0
NETARSUDIL	SKCM	Ophthalmology	0
ETOPOSIDE	SKCM	Oncology	0
VITAMIN E	SKCM	Nutraceutical	0
TRIFLUOPERAZINE	SKCM	Psychiatry/Psychology	0
DAUNORUBICIN	SKCM	Oncology	0
IDARUBICIN	SKCM	Oncology	0
CERITINIB	SKCM	Oncology	0
ALECTINIB	SKCM	Oncology	0
TOPOTECAN	SKCM	Oncology	0
NIVOLUMAB	SKCM	Oncology	0
LETROZOLE	SKCM	Oncology	0
TEMOZOLOMIDE	SKCM	Oncology	0
IXABEPILONE	SKCM	Oncology	0
INSULIN HUMAN	SKCM	Endocrinology	0
CAPSAICIN	SKCM	Immunology/Infectious disease | Neurology | Pain management	0
FULVESTRANT	SKCM	Oncology	0
CABOZANTINIB	SKCM	Oncology	0
MELPHALAN	SKCM	Oncology	0
LOMUSTINE	SKCM	Oncology	0
AFATINIB DIMALEATE	SKCM	Oncology	0
LAPATINIB	SKCM	Oncology	0
PRAMLINTIDE	SKCM	Endocrinology	0
BUMETANIDE	SKCM	Cardiology/Vascular disease	1
SUNITINIB	SKCM	Oncology	0
SORAFENIB TOSYLATE	SKCM	Oncology	0
EPIRUBICIN	SKCM	Oncology	0
UREA	SKCM	Dermatology/Plastic surgery	0
L-LEUCINE	SKCM	Nutraceutical	1
METHYLPREDNISOLONE	SKCM	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
RIFABUTIN	SKCM	Immunology/Infectious disease	0
IFOSFAMIDE	SKCM	Oncology	0
NERATINIB	SKCM	Oncology	0
RAMUCIRUMAB	SKCM	Oncology	0
SUNITINIB MALATE	SKCM	Oncology	0
IMATINIB MESYLATE	SKCM	Oncology	0
ITRACONAZOLE	SKCM	Immunology/Infectious disease	0
TERIFLUNOMIDE	SKCM	Neurology	1
PROGUANIL	SKCM	Immunology/Infectious disease	0
PEMETREXED DISODIUM	SKCM	Oncology	0
METHOTREXATE SODIUM	SKCM	Oncology | Dermatology/Plastic surgery | Musculoskeletal	0
MEPOLIZUMAB	SKCM	Pulmonary/Respiratory disease	0
RESLIZUMAB	SKCM	Pulmonary/Respiratory disease	0
ERIBULIN	SKCM	Oncology	1
PEGAPTANIB	SKCM	Ophthalmology	1
6-AMINOHEXANOIC ACID	SKCM	Hematology	0
NECITUMUMAB	SKCM	Oncology	0
LAPATINIB DITOSYLATE	SKCM	Oncology	0
RIBOCICLIB SUCCINATE	SKCM	Oncology	0
THIOTEPA	SKCM	Immunology/Infectious disease | Oncology	0
5-AMINOLEVULINIC ACID	SKCM	Dermatology/Plastic surgery	0
ASPARAGINASE	SKCM	Oncology	0
ENZALUTAMIDE	SKCM	Oncology	0
ABIRATERONE	SKCM	Oncology	0
TRABECTEDIN	SKCM	Oncology	0
MECASERMIN	SKCM	Endocrinology	1
ATOVAQUONE	SKCM	Immunology/Infectious disease	0
ZINC CHLORIDE	SKCM	Nutraceutical	0
TRIFLURIDINE	SKCM	Immunology/Infectious disease | Ophthalmology	0
PEGADEMASE BOVINE	SKCM	Immunology/Infectious disease	0
EDARAVONE	SKCM	Musculoskeletal	0
DIMETHYL FUMARATE	SKCM	Neurology	1
NELARABINE	SKCM	Oncology	0
RASAGILINE	SKCM	Neurology	0
SELEGILINE HYDROCHLORIDE	SKCM	Neurology | Psychiatry/Psychology	0
RASAGILINE MESYLATE	SKCM	Neurology	0
SAFINAMIDE MESYLATE	SKCM	Neurology	0
LOVASTATIN ACID	SKCM	Cardiology/Vascular disease	0
IRINOTECAN	STAD	Oncology	0
MIDOSTAURIN	STAD	Oncology	0
CARBOPLATIN	STAD	Oncology	0
RETINOIC ACID	STAD	Dermatology/Plastic surgery | Oncology	0
VINCRISTINE	STAD	Oncology	0
CYTARABINE	STAD	Oncology	0
STREPTOZOCIN	STAD	Oncology	0
IDELALISIB	STAD	Oncology	0
COPANLISIB	STAD	Oncology	0
RAPAMYCIN	STAD	Immunology/Infectious disease | Nephrology/Urology	0
TEMSIROLIMUS	STAD	Oncology	0
METFORMIN	STAD	Endocrinology	0
PAZOPANIB	STAD	Oncology	0
5-FLUOROURACIL	STAD	Oncology | Dermatology/Plastic surgery	0
OXALIPLATIN	STAD	Oncology	0
VINORELBINE	STAD	Oncology	0
PACLITAXEL	STAD	Oncology	0
CYCLOPHOSPHAMIDE	STAD	Oncology | Nephrology/Urology	0
BEVACIZUMAB	STAD	Oncology	0
GEMCITABINE	STAD	Oncology	0
PEMETREXED	STAD	Oncology	0
CELECOXIB	STAD	Pain management	0
DASATINIB	STAD	Oncology	0
VANDETANIB	STAD	Oncology	0
DOXORUBICIN	STAD	Oncology	0
EFLORNITHINE	STAD	Dermatology/Plastic surgery	0
CETUXIMAB	STAD	Oncology	0
RITUXIMAB	STAD	Oncology	0
HALOPERIDOL	STAD	Psychiatry/Psychology	0
PROGESTERONE	STAD	Endocrinology | Obstetrics/Gynecology	0
PONATINIB	STAD	Oncology	0
ACALABRUTINIB	STAD	Oncology	0
IBRUTINIB	STAD	Oncology	0
VORINOSTAT	STAD	Oncology	0
BELINOSTAT	STAD	Oncology	0
PANOBINOSTAT	STAD	Oncology	0
ROMIDEPSIN	STAD	Oncology	0
BORTEZOMIB	STAD	Oncology	0
FILGRASTIM	STAD	Hematology | Oncology	0
ERLOTINIB HYDROCHLORIDE	STAD	Oncology	0
IBUPROFEN	STAD	Pain management	0
PROPYLTHIOURACIL	STAD	Endocrinology	0
CAPECITABINE	STAD	Oncology	0
CHLORAMBUCIL	STAD	Oncology	0
RIBOCICLIB	STAD	Oncology	0
TRAMETINIB	STAD	Oncology	0
COBIMETINIB	STAD	Oncology	0
ATEZOLIZUMAB	STAD	Oncology	0
PANITUMUMAB	STAD	Oncology	0
SORAFENIB	STAD	Oncology	0
VEMURAFENIB	STAD	Oncology	0
PALBOCICLIB	STAD	Oncology	0
AZD-9291	STAD	Oncology	0
GEFITINIB	STAD	Oncology	0
DABRAFENIB	STAD	Oncology	0
AFATINIB	STAD	Oncology	0
ABEMACICLIB	STAD	Oncology	0
RALOXIFENE	STAD	Musculoskeletal | Oncology	0
TARENFLURBIL	STAD	Pain management | Musculoskeletal	0
ABT-199	STAD	Oncology	0
HYDROCORTISONE	STAD	Dermatology/Plastic surgery	0
METHIMAZOLE	STAD	Endocrinology	0
TAMOXIFEN	STAD	Oncology	0
EXEMESTANE	STAD	Oncology	0
IMATINIB	STAD	Oncology	0
CRIZOTINIB	STAD	Oncology	0
DEHYDROEPIANDROSTERONE	STAD	Obstetrics/Gynecology	0
NILOTINIB	STAD	Oncology	0
ERLOTINIB	STAD	Oncology	0
URSODEOXYCHOLIC ACID	STAD	Gastroenterology	0
LENALIDOMIDE	STAD	Oncology	0
SULINDAC	STAD	Pain management | Musculoskeletal	0
DECITABINE	STAD	Hematology	0
OLAPARIB	STAD	Oncology	0
RUCAPARIB	STAD	Oncology	0
NIRAPARIB	STAD	Oncology	0
ENALAPRIL	STAD	Cardiology/Vascular disease	0
PILOCARPINE HYDROCHLORIDE	STAD	Otolaryngology | Oncology | Ophthalmology	0
CEVIMELINE HYDROCHLORIDE	STAD	Immunology/Infectious disease	0
DICYCLOMINE HYDROCHLORIDE	STAD	Gastroenterology	0
SCOPOLAMINE METHYL BROMIDE	STAD	Gastroenterology	0
CLIDINIUM BROMIDE	STAD	Gastroenterology	0
NETARSUDIL	STAD	Ophthalmology	0
ETOPOSIDE	STAD	Oncology	0
VITAMIN E	STAD	Nutraceutical	0
TRIFLUOPERAZINE	STAD	Psychiatry/Psychology	0
DAUNORUBICIN	STAD	Oncology	0
IDARUBICIN	STAD	Oncology	0
ALECTINIB	STAD	Oncology	0
BRIGATINIB	STAD	Oncology	0
TOPOTECAN	STAD	Oncology	0
DURVALUMAB	STAD	Oncology	0
NIVOLUMAB	STAD	Oncology	0
